rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition
1113,149175965,1354.3095289568876,0.9536580394455372,0.6713530755703621,0.0013509638027038307,1.157643025093948,12.27299976,3517.0,0.479814,39.0,0.1604,0.4325,4.0,0.20130506055946512,0.9572507332689796,0.957304420728114,0.05605712533381884,40.57727930088625,12.794189010529369,0.477755,72.3506,0.032535900000000006,4.325,J
1114,349575610,1354.3442550354914,0.9997994292779468,12.946941309367098,0.08388653830112602,6.723640093157661,9.00399971,6920.0,2.0062,3.0,0.2353,0.2551,4.04414988,0.01327824134518271,0.9998339194208165,1.0007571837590132,28.052011643425022,5.457162715638572,5.0340138302701085,1.74,252.716,11.6208992,0.215489,J
1115,272086677,1423.8406605586015,0.9974970523708796,12.965953262014404,inf,2.8685757864558057,11.12699986,6821.0,0.895106,1.0,0.3345,0.2282,4.66665983,0.04613755007560829,,0.9968546522054138,,10.10011087897252,7.375615419589742,1.12,220.169,0.9619807,1.56169,J
1116,32052027,1326.6371075319478,0.9983759728907652,2.3533267731484537,0.009896587955108059,2.389772854617332,5.58300018,2973.0,,12.0,0.47700000000000004,0.4006,4.0,0.035459496925459265,0.9985417825861652,0.9987117518078821,1.1382620545262698,22.904745974026042,6.811280706564769,,700.018,,,V
1117,471015500,1387.6812605764856,0.997049824880844,2.493893069159644,0.023161633392507097,4.015372939034398,11.25899982,3621.0,0.451,8.0,0.5221,0.3406,4.81041002,0.047636904828658636,0.9973293354115828,0.9974956078945394,0.2877973835449741,15.540182034493293,7.181505181837332,0.479,,0.0315037258,5.22163,IS
1118,142268253,1386.534259784166,0.9999040797002574,3.621649413601677,0.041401004842634086,4.40553050169645,4.80800009,9180.0,,6.0,0.1622,0.4195,4.0,0.00916666685585182,0.99993690229211,0.9998880304903118,4.4327975521507685,24.989707543184362,6.501997403743662,,39.7614326,,,V
1119,279572906,1386.341215994577,0.9959359846451776,0.6109318841020932,0.001610729090791907,0.9748007700482616,8.93099976,7028.0,1.7027599999999998,31.0,0.2653,0.3476,4.16629982,0.0588997366212683,0.9963485901276086,0.9962326084825406,1.1624594909601962,31.76050678699463,11.007469096627672,,183.256,,,J
1120,350715999,1326.0131873933913,0.999515348411549,0.9729406754880032,0.007844631961237525,2.573177781832056,7.79699993,5672.0,,27.0,0.3704,0.2985,4.0,0.020017538704966285,0.9995944296019412,0.9995460905535584,1.7551012403303834,38.99102695843408,8.240262875368037,,66.09385999999999,,,J
1121,5676236,1354.3850862770696,0.9999504231805854,0.8376926838871404,0.0032702964448100835,2.2123690274394043,7.75299978,6205.20996094,1.29948,32.0,0.3216,0.2301,4.08654022,0.006508526204052774,0.9999555390851964,0.999955171295824,0.01765452495779713,5.924100045417242,6.464353188158134,1.19,74.1444,2.255572,0.542304,J
1122,141624659,1325.5544566872454,0.9997093305114324,0.6057955919142918,0.003257132060937251,1.0112353756381134,10.8409996,5716.64990234,1.57446,44.0,0.3726,0.2129,4.02547979,0.01562864087932539,0.999674560296365,0.999799506479366,0.9691260435292552,5.6660242218442045,5.363577196405365,1.02,304.661,2.38519526,0.26134,J
1123,31746672,1356.4819030814015,0.9998238252296411,9.245438244934814,0.1896145208555984,9.830616529800174,7.55700016,6278.18017578,2.63963,3.0,0.3374,0.2348,4.0,0.012225656431153262,0.999860452346246,0.9998130051921678,1.5721220613120843,14.338490721245186,4.5587011946633735,1.23,136.52100000000002,9.752471,0.0668772,IS
1124,279361762,1438.7134128856726,0.9941734990921496,0.7433639829643903,0.0016145680406038365,0.9307771729696136,8.03499985,6838.0,4.4123,33.0,0.3011,0.2475,4.0,0.07072037380380869,0.9941499957822064,0.9952678025185542,2.1055053913368367,26.204055364404407,9.050017227976104,1.48,314.273,38.3479462,0.0172292,J
1125,38399380,1411.3401888430649,0.7317828086215625,1.136200285097943,0.005189444187310377,2.0380949274063305,11.32199955,6072.0,1.9446900000000003,20.0,0.3215,0.2192,3.67224002,0.4792435507937024,0.7452401986930293,0.7459381446110441,0.14291961201891032,60.471353278284596,11.18575111579411,1.37,625.151,6.410379,0.186281,J
1126,161267453,1327.515641484575,0.9994971895916198,10.939697762570423,0.10948954711015356,3.6705893686630553,5.01900005,3309.0,74.6883,3.0,0.5016,0.2768,4.0,0.01988829273531904,0.9996239497616042,0.9994739957306262,2.33506532108067,22.629207581695603,9.641480060237797,,393.086,,,IS
1127,207088262,1354.3877566342724,0.999762726950585,2.4331993234808458,0.022594658679587317,6.090403305698711,9.57299995,6214.70019531,1.47775,12.0,0.3451,0.21600000000000003,4.01000023,0.014192847136910066,0.9997382383237328,0.9998321528191226,1.9961161329707031,12.953529107172795,6.580079451206851,1.2,188.127,2.934797,0.371858,J
1128,139825840,1328.5117821349836,0.9972318025739971,7.695280654078437,0.1373653769511498,11.338449898739134,5.50099993,5678.0,9.702760000000001,4.0,0.3484,0.3103,2.4377798999999998,0.04799536944381595,0.9975857830360472,0.9973339574230063,1.1672540519633876,92.34822274965435,10.13634526315742,,193.947,,,EB
1129,220399293,1411.0204863206666,0.9963024910911658,1.468076546314525,0.013774540941789093,3.4993251440696986,9.17399979,7102.0,1.5389700000000002,16.0,0.2847,0.231,4.35528994,0.056606194187524723,0.996472321904552,0.9967894257285704,2.656309337844511,42.742442450477036,7.030116978182209,1.57,206.215,5.38583,0.43073,J
1130,176934407,1386.6209358185286,0.9997820227449512,1.0104934405348522,0.008843299417158113,2.682205245015296,8.65499973,7083.0,1.6460099999999998,19.0,0.3026,0.2256,4.19315004,0.013703819581891728,0.9997907760015716,0.999812303348428,0.5770253311105887,13.927324554292047,7.0892877555511555,1.52,166.357,5.69181538,0.340834,J
1131,374995550,1356.2079190658667,0.9994357992922496,4.389638462594189,0.0099259646683576,0.4542857894333053,10.22099972,6468.0,1.34964,6.0,0.3014,0.231,4.35187006,0.02204077167577109,0.9989653121476032,0.999712636792472,2.0747823382738058,5.036661201509063,5.98746185129511,1.36,257.566,3.05583763,0.553199,J
1132,139721086,1328.3670498517647,0.6985452449058813,4.4876497743063695,0.0200759970833162,3.98392263421888,7.93400002,6292.0,1.8364200000000002,6.0,0.3383,0.2164,4.0,0.5065453968246848,0.7367434105016161,0.7254212614221364,1.2787395376419828,196.3405724457829,22.8988670479487,1.23,112.506,4.76207,0.198603,EB
1133,278823339,1411.6745452041866,0.9955205407729252,0.7852620979108585,0.007717427267797561,1.9060913587603527,13.21500015,3186.0,,28.0,0.3685,0.5069,4.0,0.05958852802048679,0.9962955918730718,0.9956375308991089,0.8468287505222194,16.539245883228734,5.886134737559277,,,,,J
1134,350563225,1354.4291088859657,0.9966389948465126,0.6611948496498506,0.0010595826396482266,0.5962055176939026,9.06900024,7698.0,1.89965,39.0,0.2396,0.2457,4.09493017,0.054359357190768266,0.9969165707817867,0.9968898737487208,0.10387176738205632,25.10070516194544,12.839537229120312,1.88,265.194,12.5038872,0.274243,J
1135,273824720,1355.0730966087606,0.9995204615492856,1.2169681604364713,0.010769676273613249,3.323090652265092,9.57900047,6503.0,1.2766,20.0,0.3014,0.231,4.33765984,0.020319906266520527,0.9995755835369552,0.9995700750660578,0.09641246237188424,21.621072190262606,7.038414069935671,1.38,182.219,2.79105544,0.6633100000000001,V
1136,219144928,1326.4371336750964,0.9995641384971666,1.329631724400832,0.009920064501774295,3.439677155775425,8.84899998,6847.0,1.30298,21.0,0.2969,0.2312,4.42422009,0.019388928443670624,0.9996298435990558,0.9995803849475368,1.262010130724757,27.712354264669532,9.119317797256489,1.42,133.485,3.069405,0.6419100000000001,J
1137,5716512,1366.536777276815,0.9998612104144876,12.919026855461366,0.11120822389383188,4.698279927509336,6.4289999,9636.84960938,1.9691299999999998,2.0,0.1687,0.2447,4.0,0.011194850716196648,0.9998141193715814,0.9999302302278494,3.1181651527270247,10.549440287988922,6.185884649855598,2.456,106.109,30.12886,0.321667,J
1138,316968340,1367.7251517469529,0.9994733724263508,13.692098889164061,inf,1.9959663515911883,4.97399998,3425.0,83.6806,1.0,0.5324,0.2372,4.0,0.020306387915318646,,0.9994459247956692,,28.80032108541039,8.989236099724781,,463.358,,,J
1139,349156098,1354.3317195183195,0.9979861614736024,1.20155815611916,0.006457804503902209,2.5068311610035576,9.75699997,5661.22021484,1.08568,22.0,0.371,0.2094,4.38091993,0.04116443688503114,0.998228988804598,0.9981256979018716,1.4098322429535388,77.70454237281866,14.735953943207464,1.01,129.06799999999998,1.09077442,0.789262,EB
1140,363913963,1451.0934775587118,0.9991954649527036,13.118343487639553,inf,1.1296931038673648,9.86900043,5638.0,1.3192,1.0,0.3789,0.2128,3.57999992,0.025968983316232062,,0.9990587363895936,,5.852902190199819,5.938651834480253,1.0,163.08100000000005,1.58421183,0.4355850000000001,J
1141,289934844,1332.8757233208378,0.9981220957960688,10.590045167674504,0.08414126078221695,3.4270048338648724,9.12100029,6151.0,1.1349,2.0,0.3454,0.2253,4.27797985,0.03988959175517096,0.9999017644383744,0.9969845768861566,12.146619065065153,26.72320968410039,4.298308298294682,1.062,110.053,1.37679553,0.7265189999999999,IS
1142,29499461,1326.0881558028316,0.99980101272625,3.227437481307177,0.0559893745105251,2.6418648309310395,8.31099987,6416.0,1.9045400000000001,8.0,0.3332,0.2167,3.70619011,0.0130268823403174,0.9997077749251432,0.9998181674472556,1.9718708070589412,12.041284415121893,5.985782087334339,1.283,146.05100000000004,5.4793059999999985,0.185718,IS
1143,31653503,1327.6480687678682,0.540108752696348,6.682165030789272,0.07404563357393057,10.58727040874843,10.81900024,5383.0,3.3541300000000005,4.0,0.3374,0.2348,4.42352009,0.6246372821185254,0.5741785324899961,0.5797295545552766,0.659554669849999,154.58649385709202,15.97274901025578,1.25,829.1519999999997,16.252462400000002,0.033126199999999995,EB
1144,425937691,1354.3835906392535,0.9685102668405554,0.8030616833094973,0.0024043453565135158,0.9551377873233122,13.17800045,2733.0,0.322573,32.0,0.1998,0.5387,4.0,0.1629885386221787,0.9716511298385488,0.9710332827890099,0.4176956612994518,32.057081623659336,13.179554120271073,0.302522,,0.00642259,9.01307,V
1145,269940990,1326.0044452646496,0.9930988579809528,0.9895559369782622,0.008027595672759291,2.575114608684219,10.15499973,3358.0,,27.0,0.4573,0.3914,4.93592978,0.07347784318805255,0.9941210788018142,0.9941390655812592,0.11010684326766276,90.60446122398706,9.593930785130297,,,,,V
1146,431591384,1325.3024210521894,0.9949568094548382,0.6535848768197274,0.000769563039293264,0.5558036867886202,7.83900023,7299.0,2.47361,42.0,0.2353,0.2551,3.85230994,0.06658240494848817,0.9956114433038418,0.9950580271304804,2.0259508681408693,31.86881271271689,15.900247903679588,1.79,188.326,18.969083800000003,0.118265,J
1147,300382665,1422.8870075936825,0.9991198742825556,12.014056789614827,0.16137465170737553,31.428154309819504,9.89700031,6060.29980469,1.22878,2.0,0.3276,0.2297,4.38325977,0.02739200326524784,0.9999119520570352,0.9999688479717508,0.6278897780909727,2.1797551828450907,7.1388872006069235,1.13,169.59599999999998,1.834934,0.609052,IS
1148,358511856,1411.258263845349,0.999352126028442,1.1033080171313243,0.007204890503551442,2.6228624797143487,8.74600029,8284.0,1.8870099999999999,21.0,0.174,0.2313,4.19953012,0.02419342347837827,0.999375869679472,0.9993992088392184,0.566469143786733,36.97226145761625,9.54785072262991,2.33,269.681,22.902483,0.346764,J
1149,281630320,1386.519386512722,0.9996869998085236,0.6907298676396512,0.004939909718825686,1.8513198229042436,8.32900047,6981.0,1.48617,27.0,0.2847,0.231,4.18947983,0.016469546621979088,0.9997314261313499,0.9997155089906271,0.4678849416160532,21.433533815243585,6.060155981302246,1.53,129.19,4.71800041,0.466103,J
1150,364588501,1354.472764504391,0.9991051086931554,2.2018533514759477,0.02773367468868804,5.5313025889826255,9.14000034,5551.0,1.22088,12.0,0.3785,0.2075,4.12337017,0.027405063934779324,0.9992881994160354,0.9990974917483001,3.8353008947527294,36.419527655304435,6.285145901698607,0.99,110.337,1.32538915,0.544021,V
1151,198008281,1386.1030257990315,0.9791595037418924,0.6576556935179517,0.0017795894224329476,0.9433523103249049,7.84700012,6771.0,1.97115,30.0,0.2961,0.2276,3.94799995,0.13413795058089106,0.9818352447793854,0.9795280222111002,3.583493666526284,42.38309552233032,13.52515371150226,1.57,144.202,8.840418,0.204995,J
1152,294871044,1411.4899302574695,0.9997438381162784,1.8471192373916068,0.00881008098737246,3.03226093044717,8.75800037,4594.0,10.5811,11.0,0.4152,0.2817,4.0,0.01444583949010162,0.99978784112095,0.9997152292245196,1.323699591243106,12.247677198427994,5.540743870204572,,610.298,,,J
1153,272286042,1325.6201055872048,0.9970736662086592,0.6213314826231334,0.00047932316262450087,0.3991106719856816,9.3409996,7266.0,1.94013,43.0,0.1911,0.2468,4.07335997,0.051181602803630995,0.9969833106565608,0.9973768427931566,1.7142091440681284,19.966034861493952,17.903288754454042,2.15,310.245,18.6973629,0.294406,J
1154,270677813,1411.7802957630895,0.9924740786937836,1.2099116130148726,0.011292636577266537,3.0051950166439925,9.74300003,5290.0,1.18169,18.0,0.3862,0.2061,4.17534018,0.07936352419842696,0.9928996789351489,0.9938000337660008,3.557552073734844,74.21412811596592,9.106378325161069,0.95,133.528,1.11071932,0.575727,IS
1155,142082942,1354.3775476894646,0.9974299010173836,0.9245880548523194,0.006635797873249472,2.4313066102751333,12.92199993,3177.0,0.295153,28.0,0.1529,0.4604,4.0,0.04734867836103116,0.9976884921119432,0.9976247422393596,0.16326957605204415,16.891418670403553,9.753793037629856,0.271097,46.3284,0.0089958515,10.5435,J
1156,259861558,1355.2730150685632,0.9998186595278564,2.165628638115996,0.005154082864031072,1.1648539302458958,9.37899971,5759.70019531,1.12011,12.0,0.3495,0.2247,3.92000008,0.01238640813380024,0.9997909223470121,0.9998596529635668,0.725908842588713,5.0915871347595845,6.4515897504610935,1.03,116.318,1.24399352,0.732911,J
1157,260351274,1412.9949992513098,0.9988953745780196,5.873178045665139,0.06717763157242729,10.194027325273566,8.98099995,7210.0,2.2683,4.0,0.2801,0.2331,3.98235989,0.030960870962731483,0.9991147081380928,0.9983369755428008,11.110324435582733,33.9885031289998,4.4851750918425415,1.59,273.403,11.9933729,0.136237,J
1158,29837160,1334.358490472057,0.9975645833861052,9.386039335590267,0.03581662441483058,1.1764543711621274,10.24400043,5649.0,1.17434,3.0,0.371,0.2094,4.36978006,0.04526854006354605,0.9980283720905679,0.9976328062778368,0.6781092775852159,16.56297235683646,8.088944182794835,1.009,176.233,1.29049122,0.623037,IS
1159,167163980,1386.0206175665867,0.9997760065780212,0.834794548841384,0.0043960025878859174,2.142864612440616,9.94499969,6503.0,1.1895,24.0,0.3079,0.2295,4.34755993,0.01387214770847508,0.9998113105483194,0.9997689147878948,0.5982549637176043,8.439239226851187,7.396965558393812,1.31,192.603,2.21864176,0.778349,J
1160,150145456,1354.2007518633666,0.998469987787626,0.6450248731502081,0.0017931253953601398,1.3394776327012476,9.68799973,5224.0,0.9251659999999999,41.0,0.4083,0.2825,4.45558023,0.035351654491276065,0.9986261108190746,0.9986627874259127,0.4808501263857094,40.315172009336145,14.103885949942503,,93.476,,,V
1161,234514305,1361.5544247300259,0.9997868876124626,8.267483406848656,0.10057165013246916,6.108034383839638,7.45699978,6284.0,2.29255,3.0,0.3383,0.2164,4.0,0.013468264941171487,0.9998540146455348,0.9999293232087252,1.4656583960174236,7.073738334107723,5.632163241734909,1.23,115.061,7.38374472,0.102082,J
1162,382190230,1386.1885819102772,0.997323562364514,0.8446810682162313,0.00941265724509599,2.239358687296189,10.24699974,6341.0,1.31419,23.0,0.3079,0.2295,4.23495007,0.04795176930979632,0.9976649351171124,0.9975806614371404,0.7945773067174818,55.00154399444341,7.629020157375836,1.32,250.097,2.73677158,0.581566,J
1163,309759365,1411.32325652227,0.9988175111653635,0.7700330087441141,0.004455809042870296,1.8547000647343173,9.10700035,6945.0,1.96545,29.0,0.2683,0.2357,4.08825016,0.03209801884028821,0.9988817419670154,0.9989482751714912,1.18203046991703,48.55100932312275,10.203040336808684,1.68,252.176,10.2736282,0.221271,J
1164,262609754,1386.4932814094616,0.9990710411372241,5.582950245323824,0.11790816033582008,11.691247773934775,10.60999966,5084.99023438,0.7979430000000001,4.0,0.4244,0.1961,4.60827017,0.027698026587169657,0.9991092996383006,0.9992710482393612,1.4036362813774357,19.206406226489786,7.504197910840462,0.85,114.44,0.3835294,1.67303,J
1165,294784522,1386.503040057776,0.924792981299375,0.7433502477411779,0.004187696296607535,1.9927188728834149,9.30200005,6985.0,1.96124,26.0,0.3026,0.2256,4.00251007,0.25454538595545545,0.9228844882791052,0.940684500890576,13.33678335179055,48.218239286130675,9.274370968160165,1.51,244.363,7.997252,0.200163,J
1166,141809359,1328.087552621214,0.938828421867094,12.166149490110119,0.03789260804531746,3.379323492842858,11.25500011,4695.0,6.30857,3.0,0.4534,0.2702,4.53314018,0.2217470485842694,0.9486719423900036,0.9476369398103875,0.3499191205597709,142.12215039036604,31.01919325926284,,983.334,,,EB
1167,279649057,1327.878912557924,0.9994450013857168,10.617637514865462,0.04219398343977865,1.1771798772436102,5.03399992,5743.62011719,0.900114,3.0,0.371,0.2094,4.5296998,0.021610051689241773,0.9995700640290688,0.9993678942088188,1.170661933104493,12.595397530252662,6.6353226068847135,1.03,12.0349,0.794388533,1.41236,J
1168,150392753,1386.2123653948665,0.9977890296715648,0.6333805067482683,0.004059223959953562,1.6750201918985113,8.51799965,7411.0,1.5448899999999999,30.0,0.2757,0.2311,4.29644012,0.04384772454873435,0.998114294252082,0.9978977768289026,1.5691427942739775,30.529808049878646,6.630437723229242,1.62,154.908,5.868946,0.439365,J
1169,364323133,1386.3883753440991,0.999404819276952,0.7509650604081702,0.0012725042751373097,0.4169329861402089,7.69199991,7578.0,1.55226,26.0,0.2559,0.2329,4.14410019,0.022832189462224463,0.9993213242603391,0.9995443160734938,1.7215363838212594,12.617417146297868,7.0962402136469365,1.79,118.436,7.462042999999999,0.478586,J
