rowid,TIC_ID,Probability,rowid_0,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
22,154089846,9.929802421687589e-22,2598,1685.0311905045742,0.9991405317165908,12.814955747692986,inf,22.096574808973827,8.96630001,5590.0,0.94879299,2.0,0.3785,0.2075,4.479360099999999,0.026857191901819958,0.9992260371240956,0.9992672795624736,0.871284152794354,35.761918824858434,8.418058818914451,0.99,78.6384,0.7919273379999999,1.1591,4,1,209.335742336852,66.9820127657089,-104.85799999999999,5.11526,104.98269404,,,
23,436363809,6.113447081901313e-09,2602,1683.539463481582,0.9990422153911956,0.6752929628675698,0.0005561560627875274,0.33616220182725337,7.80197001,8034.0,1.87784004,31.0,0.2273,0.2465,4.17945004,0.029083800942544768,0.9987140947416452,0.9991298561144276,2.7554757407736368,14.250665369530989,11.70138146750449,1.944,154.86,13.23542,0.293577,1,4,307.256418774893,28.462167593161997,38.1933,5.35583,38.5669947,,,
24,230072155,0.007820108905434608,2603,1686.0315306804553,0.9998849506903028,5.9295478995579725,0.08042278379348078,8.480757649220099,7.19379997,5596.31982422,1.09322,5.0,0.3785,0.2075,4.35628986,0.009826247155621885,0.9999112894851332,0.9998796995744844,1.0402535780410604,10.572857178314065,7.4452949951865985,0.99,40.1735,1.05613482,0.757728,3,4,243.70937434595402,70.9296658554315,-5.27693,-287.265,287.31346334,0.0,,
25,399952805,0.3446098268032074,2607,1683.7229979209949,0.9986560481266898,0.9770119491533636,0.0027302508473616705,1.1858291907170868,11.74359989,3670.0,0.567375,27.0,0.2315,0.3808,4.67898989,0.033984517673890435,0.9989261596003559,0.9985735099996504,1.1714770909105174,11.943929829884773,13.299175094954808,0.5606180000000001,71.0459,0.05261376,3.06942,2,3,287.36317797541,47.9103675651779,-43.1167,21.9575,48.3857585,,,
26,230292315,2.126241815858521e-05,2619,1689.3708127063046,0.9988081211665002,6.911381155200852,0.16568185077465314,13.41034194678268,10.85470009,4802.0,0.814264,3.0,0.4642,0.1807,4.50640011,0.0311698577335118,0.9990367952961136,0.9985428604785128,2.6187120351351445,15.203512790860795,7.627326022682023,0.7759999999999999,117.715,0.317624539,1.43736,2,3,276.32093368656103,47.6623844863441,32.3707,2.97963,32.50754395,,,
27,237200747,0.6712880730628967,2627,1687.0514806322574,0.9771133339805432,4.768862590684832,0.022605597472312056,2.327512250593197,11.463000300000001,5051.0,0.828058,4.0,0.4244,0.1961,4.52777004,0.13748073731315338,0.9779258172168784,0.9795596930345748,0.4357966396806116,90.04779942488052,15.049992690433134,0.843,171.138,0.402092159,1.48472,3,2,293.03270808089,74.89113283562541,-12.9782,-13.9829,19.07760907,,FP,FP by ExoFOP
28,313007437,5.519115806565291e-17,2631,1695.6015672824076,0.9994988916947716,13.425226640178373,inf,18.26187740971936,11.05560017,5218.0,0.73089302,2.0,0.4136,0.1999,4.6592598,0.02037957102537977,0.9994230727770176,0.999675125958072,1.5167970150903136,7.881382962937264,7.917465398775017,0.889,135.52100000000002,0.35679537100000003,2.27688,4,3,137.812155865062,71.95429707312141,-35.5103,-21.8553,41.69694886,,,
29,229473197,9.19703609568391e-16,2654,1683.6259500354984,0.9970445745887546,0.6230970119273028,0.0007497869251745226,0.4794567639758601,8.80825996,7531.0,1.73180997,41.0,0.2353,0.2551,4.20161009,0.05097025316550089,0.9974166839672474,0.99703694101845,1.1748100863797786,18.080409511747526,9.800939020773813,1.74,211.271,8.691763,0.335,2,1,295.30098086674303,62.814413307882006,15.4243,19.819000000000003,25.11377693,,,
30,120251815,1.3059643606538886e-05,2655,1683.7213515562244,0.7258068797946089,0.754971110232226,0.0019360352414558024,2.0469854004626176,11.19050026,6565.0,2.57968998,35.0,0.3176,0.2406,3.74847007,0.48391121543737503,0.7512513777233196,0.7589479006140372,3.489188042422712,1421.7710452941697,24.030769659306657,1.36,729.6310000000002,11.13703,0.0792201,2,3,284.352193208746,40.71469722494079,-6.758889999999999,-6.00591,9.04176692,,,
31,377165226,0.0001205024163937196,2664,1692.4681218069186,0.993461224614288,9.697080383100094,0.2834459372191889,22.671740374980804,10.77400017,5728.0,0.97682101,2.0,0.371,0.2094,4.46788979,0.07417508725116216,0.9959954156410796,0.99248297969481,18.135493487703442,65.19238665781478,9.546558221255346,1.022,191.904,0.9254152,1.09649,2,1,285.818415315216,57.5229343005958,11.786,8.40904,14.47831999,,,
32,357719182,0.2687237858772278,2679,1685.3761895472126,0.9967005208987252,2.6218837965613937,0.01991673657860616,2.9065620327534267,8.94676018,7179.0,1.60520005,9.0,0.2801,0.2331,4.23248005,0.05350918587278288,0.9972213408000228,0.9968008609796007,2.053803739245134,48.38487523969175,9.227384306840193,1.605,195.248,6.166068,0.388051,2,3,277.010820463329,44.6861273519901,2.91673,-6.37144,7.007322,,,
33,159414989,8.474267815472558e-05,2693,1686.0622986993267,0.999889686555236,8.439891147838447,0.1862488942348186,14.731180825386113,8.24981022,9450.0,1.83596003,3.0,0.1701,0.23,4.29109001,0.009991495903841062,0.9998856665559972,0.9999283808875234,1.1953661741306765,8.264677538616919,8.372123787788603,2.403,220.481,24.2186623,0.388295,3,3,238.892526198876,80.83960677330441,-17.0698,9.66098,19.61409204,,,
34,284596378,6.325794998929268e-08,2705,1683.8100807279873,0.9923880052510028,0.8090346203400126,0.0021230724121992233,1.0275826183204877,6.79075003,7158.0,3.66509008,30.0,0.276,0.2529,3.51320004,0.08118402338772722,0.9933042852158542,0.9924535219953764,2.207917407285413,29.527165348348326,8.785120324318635,1.597,164.113,31.770937,0.0324379,4,4,172.6782489936,56.7463851567636,2.1076099999999998,10.113,10.33028504,,,
35,160182947,0.15074798464775085,2706,1685.3080667553736,0.9852474362911288,5.2085101206447515,0.13534535429535532,12.940785845218425,9.47021961,5676.0,0.97604001,5.0,0.371,0.2094,4.46301985,0.11141498488429548,0.9873487714071912,0.9868563433612072,2.6869906194696536,68.05077156944836,7.197485541831617,1.009,104.065,0.8908394000000001,1.08515,3,3,245.258107637323,84.8610172592048,-44.5931,45.6323,63.80322383,,,
36,160520980,0.1100371703505516,2719,1683.5772411564358,0.9977926519168372,12.67537963601686,0.3339807610924845,9.654127309049096,11.16880035,5205.0,0.7693369999999999,2.0,0.4136,0.1999,4.61278009,0.04277250145198495,0.9980894688870718,0.9975103954216998,2.075834345523284,20.886486424741328,7.072427258850639,0.885,152.184,0.391391128,1.94354,3,4,240.836183332975,72.9119020958103,15.9327,21.5357,26.78875331,,,
37,357050493,0.00019282913126517087,2734,1686.190693763677,0.9977307854047712,4.814186406411187,0.06452580546152609,6.184043028149581,11.50409985,5489.0,0.82583898,3.0,0.3862,0.2061,4.58745003,0.04357916377112028,0.9974159995244688,0.9995959959108072,6.945011863605024,10.551943770122119,7.792114377725668,0.962,210.552,0.5577739,1.7080099999999998,2,2,274.906543627187,58.255116639289504,-45.3531,-39.4317,60.0979421,,,
38,138558387,7.48478778405115e-05,2768,1688.0694098675126,0.9933370115520356,12.045020535800393,inf,22.543495238588253,9.31529999,5215.0,0.82626098,2.0,0.4136,0.1999,4.5532198,0.07431282443481937,0.9949203182006912,0.9936987718135728,12.877166013644946,66.50057902251497,10.025812193763258,0.89,70.5341,0.454931766,1.57775,4,4,174.380047638458,64.4291055901539,67.8351,2.99994,67.90140228,,,
39,230078093,0.0011043646372854712,2775,1685.8481943510956,0.9983680610713616,11.701963552116787,0.3311552800185167,21.40217739014986,10.76720047,5635.0,0.873124,2.0,0.3785,0.2075,4.55548,0.03700817133903971,0.9984763816846508,0.9987066963655152,1.6384638339214428,27.06318248829689,8.912342783717758,0.999,166.356,0.6925045,1.50085,3,4,245.021935642695,68.415738153192,-9.05242,23.1195,24.82856396,,,
40,229444776,0.4481653571128845,2779,1683.7700656189154,0.9890358657744308,1.1153075922927391,0.009772104955430794,3.0705381957335884,9.42930031,7103.0,1.62954998,23.0,0.2801,0.2331,4.21259022,0.09754226235524073,0.9899374520661016,0.9904351215030692,1.634751219998768,42.87547799155351,7.580224355662723,1.58,242.716,6.0896940000000015,0.365138,2,1,293.78581929552104,63.1851640772219,8.30127,-19.2251,20.94076297,,,
41,233193894,0.00010533737076912077,2787,1687.2527222108301,0.9919288648529216,10.34572150682787,0.20189355526394248,16.204228650037315,10.05259991,3784.0,0.60709202,3.0,0.2581,0.3609,4.64522982,0.08301367181070006,0.993576149207446,0.99073452812939,4.629131603887741,29.20938099206879,7.335935199396063,0.593837,39.7923,0.06807823,2.65402,3,1,263.967367081928,68.5276955259506,-13.5749,-1.3903,13.64590943,,,
42,233796189,0.00030238297767937183,2794,1687.8175803808144,0.9988238838045131,13.188434915516133,inf,22.096858314346708,10.99349976,4424.0,0.68774599,2.0,0.5098,0.1592,4.60205984,0.030741642229179463,0.9991988261758481,0.9988038939274244,2.4968882379060977,17.536665674641238,7.360013335294491,0.69,89.0606,0.163234234,2.12112,2,1,303.230669574445,58.496067050713904,-98.1605,-52.0145,111.09001742,,,
43,230127637,0.0004509996215347201,2798,1684.0089189307892,0.9995704066390044,11.652166784961574,0.18574107773035287,12.849645724409024,10.48069954,5933.0,1.11310005,3.0,0.3454,0.2253,4.37963009,0.019078826343907864,0.9996169614094802,0.9996177638850512,0.0064350217685731756,9.145076375074591,9.543952555237496,1.083,203.899,1.38312888,0.785277,3,4,251.210199634767,71.7028183616152,-6.90747,-11.7172,13.60168804,,,
44,291145873,0.3953806459903717,2809,1684.0266550337788,0.8836898436703151,3.240396329800538,0.009002591285117267,3.202642460970776,6.69657993,9125.0,2.9988699,6.0,0.1748,0.2433,3.84757996,0.3237541882072053,0.8816197283359775,0.8791694063189214,5.140388025292998,187.34219750814282,28.89312882990625,2.309,170.924,56.1747475,0.0856153,1,4,310.176106640878,26.0791914448318,28.5291,-18.407,33.95183641,,,
45,352462258,0.00023500973475165665,2810,1692.0521511388924,0.9890276531085096,13.159254846204645,inf,22.09688040402289,10.33349991,5680.0,0.855124,2.0,0.371,0.2094,4.57833004,0.09608589084457927,0.9922281313874132,0.9886568524095064,21.52822942602262,57.235787025360956,8.769498376136015,1.01,131.565,0.6857188340000001,1.61523,2,1,306.026809457553,56.9642897407911,6.36948,17.7306,18.83996953,,,
46,121465834,6.840245418970882e-07,2816,1683.6518206283572,0.9984276952091656,0.6063868183213994,0.0007231083500320867,0.4259623580689947,11.67529964,6242.93017578,1.53016996,43.0,0.3451,0.21600000000000005,4.15137005,0.03653538500219722,0.9985266378945016,0.9986037885959694,0.2025029096780216,10.599382134086095,8.653778425842646,1.21,511.292,3.20425534,0.33772800000000003,2,3,288.03446082333403,40.10773921224379,-9.67535,5.33315,11.04784533,-0.5435939999999999,,
47,288671424,0.0036129851359874006,2826,1687.4038370888861,0.996569317361493,11.602973433117144,0.235956313033352,22.096842340761047,10.73989964,5206.0,0.79501802,2.0,0.4136,0.1999,4.58425999,0.053323605924942535,0.9969857755277612,0.9969771504937024,0.06422120990821692,35.95701671622221,7.697049802465639,0.885,128.805,0.4182781,1.76122,3,3,280.093392422621,83.71987818999209,11.2265,-26.552,28.82781654,,,
48,160601980,0.0016676646191626787,2829,1687.4717918002054,0.9998370450604256,13.42496826888622,inf,28.2197455408956,8.33351994,6340.0,1.92451,2.0,0.3383,0.2164,3.96807003,0.011777173376257126,0.9998881682592636,0.9998823694773008,0.1637477744436618,9.141804515160796,8.454415943770059,1.255,144.77700000000004,5.39128542,0.176069,3,4,244.851628414946,72.3881227285781,-29.8002,46.0681,54.86639917,,,
49,198507702,8.844870899338275e-05,2841,1685.8997297364594,0.998868121715208,12.375085987180693,0.4650570828390608,22.09671314538833,10.07909966,5697.0,0.9981549999999999,2.0,0.371,0.2094,4.44571018,0.03086098051099565,0.9990720680221672,0.9989520704500654,1.340383285787862,27.410957861865548,9.421939629353453,1.014,140.95,0.94552964,1.01963,4,2,197.49447870878,75.9334436791993,-10.6493,1.16632,10.71297778,,,
50,236769827,2.0979151575672983e-12,2851,1683.458865187382,0.996671661823892,0.6642769319565338,0.0008157008037432134,0.5531269250253528,9.02200985,7517.0,1.99634004,40.0,0.2353,0.2551,4.07690001,0.05409043976256472,0.9970276034153206,0.9969067141146958,0.4541507997373513,24.08349915160485,11.764656713290329,1.735,267.105,11.4641695,0.218069,3,2,274.110204258024,67.63019557230061,-0.9079079999999999,30.4671,30.48062465,,,
51,416266458,2.7708079386457033e-08,2852,1687.1346242387722,0.9993396316538664,10.603907998303804,0.3211649154935428,14.731177008765199,11.32359982,7723.47021484,2.1168201,3.0,0.2396,0.2457,4.0467701,0.02409532825635602,0.9995507066731516,0.9991122378753564,2.2887454457333107,9.123177271092453,7.808328279736308,1.82,835.347,14.365262,0.191875,2,4,289.599135921897,50.938589237413304,2.27198,-3.99251,4.59369451,0.53549999,,
52,353778788,0.3617616891860962,2862,1683.3725525784546,0.9995139918801296,0.8048195648051906,0.0028110959217097498,0.9173343706034158,9.77779961,6575.0,1.59604001,23.0,0.3215,0.2192,4.16742992,0.020400214534287458,0.9996809467909978,0.9994437855437625,2.02366290750359,10.69102140300613,8.192375977754974,1.366,248.927,4.28909636,0.335984,2,2,276.46990750588,54.447191533593596,6.5671100000000004,19.1186,20.21503895,,,
53,63452125,7.643905647336524e-11,2876,1683.7042860432402,0.9577146358912126,1.1451194944723548,0.0033739235233616327,1.5218172855076741,12.57079983,6654.18017578,0.64762998,24.0,0.2895,0.2314,4.96216011,0.19124335525666544,0.9609221139480614,0.963749753843134,0.8568878509949184,26.38672125076724,8.113813797067346,1.402,347.986,0.7408446999999999,5.16139,2,4,292.871455818343,45.9850275172931,-13.0407,-37.0141,39.24415186,-0.41700000000000004,,
54,237278994,1.6787440472398885e-05,2889,1683.4193509327038,0.9285957438138592,0.6859820940199886,0.0019866313132140268,1.4705433185531596,10.18039989,6517.0,1.36372995,38.0,0.3079,0.2295,4.29539013,0.24767839340655065,0.9344857574046628,0.9354229442391774,0.7930178135394472,53.467353826976,13.409807184130239,1.339,247.3,3.022338,0.5279520000000001,3,2,299.659091750796,72.2385810733348,-8.34479,-48.9115,49.61824616,,,
55,237234109,0.0003972796257585287,2910,1684.3778423253643,0.9991459078784076,13.425256587161346,inf,22.09682398153182,11.62100029,5036.0,0.75296903,2.0,0.4244,0.1961,4.60827017,0.026558463408432792,0.9994346973811564,0.9990573165230118,1.8925687699852352,9.859660834648153,7.212337325432074,0.8390000000000001,163.954,0.3285431,1.9653,3,2,297.68104361122397,74.93275971817579,14.8848,33.7781,36.91229213,,,
56,294598376,8.55816761031747e-05,2911,1683.3566974688274,0.9618249053898918,0.7441466542045448,0.002216836405083911,1.7487575395203343,7.1599102,7035.0,4.19791985,36.0,0.2894,0.2507,3.38288999,0.1813763705124256,0.965776810626369,0.9648638185020167,1.4326799159549999,41.01821613493581,14.757624096777635,1.5519999999999998,212.828,38.88841,0.0209792,2,4,302.210082437152,48.9109476210141,5.31455,16.1924,17.04224925,,,
57,237233879,0.00012538557348307222,2917,1692.1208570169626,0.9994143320910328,8.995510556317269,0.23745561723805605,16.204339190965186,8.70421028,6653.0,1.49691999,3.0,0.3158,0.2206,4.23410988,0.02241614470934326,0.9993362759190044,0.9997112809565336,5.599451837074302,21.34738382303199,7.260439892320641,1.401,144.951,3.95515418,0.417677,3,2,297.761256686067,75.4028664231698,-13.9773,-13.1727,19.2063776,,,
58,198211921,0.0005102117429487407,2919,1683.7291098114981,0.9903623616948842,12.610932528494216,inf,16.790353729346215,14.03629971,3037.0,0.199524,2.0,0.1933,0.5347,5.06475019,0.09032042373331316,0.9978120669824568,0.984355018684031,10.721728368652249,12.741755350093525,8.035116741838474,0.168528,41.7602,0.0030511543199999995,21.2171,3,1,248.32601891073898,63.8063800149489,11.6136,-50.7058,52.01878371,,,
59,389917444,0.00036726548569276934,2923,1683.6869840033896,0.9978121141107762,0.8746734860563666,0.005893011406972071,1.5094135241129345,9.37963009,7101.0,1.71746004,19.0,0.2801,0.2331,4.16585016,0.043573052565818685,0.997796656805996,0.9981078630873528,2.308607827234194,34.331020175150826,7.1903609632187475,1.5759999999999998,250.255,6.75686073,0.311098,2,2,276.091613251153,58.5694579066683,12.9969,4.21644,13.66373945,,,
60,233620812,2.5788851417019032e-05,2925,1687.717621652218,0.9996476853208864,7.063007458844822,0.1596200021233991,8.798871821014671,9.070429800000001,6323.0,1.63560998,4.0,0.3383,0.2164,4.10657978,0.017317000636337766,0.9998904867436872,0.9994536047038723,5.9276154577040705,13.240503127267804,7.535667889092762,1.247,173.701,3.85252857,0.284989,2,1,284.12878855186,60.2995639239842,-4.01412,-19.9811,20.3803218,,,
61,278356862,4.6568497054977336e-05,2933,1691.7598247764047,0.982903028752943,12.98580746721755,inf,29.410978148702718,9.17570019,5362.0,0.86554998,2.0,0.3947,0.2049,4.53197002,0.11943080909840173,0.9851723155000354,0.9862748323140228,11.287971508974865,88.22803117050266,8.015938307241694,0.93,73.1208,0.5579379,1.43419,2,4,307.524202197663,49.8906546659274,37.7968,70.0897,79.63142681,,,
62,229684206,8.920243033117004e-08,2938,1688.726519108878,0.9986702644072596,7.012159161490502,0.11313583974078155,11.425449380002547,10.47399998,6000.0,0.40233001,4.0,0.3283,0.23,4.82452011,0.03366370444043616,0.9991716774355656,0.9984407541978428,4.7422845992411835,22.266108368046094,9.30483614086154,0.394109,39.81386,0.0,6.05158,2,2,262.5256,54.659,-30.78,147.84,151.01017846,,,
63,229935501,0.0036561856977641587,2947,1684.8733643317978,0.9991183085233468,8.233568956868806,0.12486892854135954,10.000091133578472,10.99810028,5384.0,1.05163002,4.0,0.3947,0.2049,4.36468983,0.027121587418766684,0.9991044743596548,0.9992273528649972,0.6340787310200651,11.689025940620553,7.1025709652402425,0.934,204.503,0.8372291,0.8030689999999999,2,1,287.453827698409,60.083490253358605,37.821,71.1257,80.55614962,,,
64,288471156,0.0007324481848627329,2969,1683.7765308924836,0.9923051610915976,0.6752935535834074,0.006117905886693198,1.8423230724631576,14.19390011,3132.0,0.23822699,38.0,0.1606,0.4974,5.00263023,0.08151690859365329,0.9933527969669644,0.9927941730094156,0.5199312130838369,17.921729338461155,7.385590552551278,0.208231,60.8777,0.0049199840000000005,15.4018,3,3,271.62743244980703,78.386250690409,26.01,-66.3581,71.27354022,,,
65,147611197,1.7576705431565642e-05,2981,1684.0720133890127,0.9797795209288438,0.75953857708627,0.0029257846957769784,1.8486809030885527,9.2897501,6394.0,1.51812005,34.0,0.3332,0.2167,4.18300009,0.1313177884365501,0.9815916538690508,0.982039714902072,1.42325991203325,57.04512860533165,13.096761500506533,1.281,176.80599999999995,3.47054458,0.366126,4,3,148.934848771203,66.2438639731207,-62.6833,-102.925,120.51038015,,,
66,233172125,0.0053037283942103395,2991,1683.5476227677616,0.998601967809774,4.570879129277283,0.10252834396290744,7.75730757282899,12.40149975,3326.0,0.27827199999999996,6.0,0.1529,0.4604,4.95059013,0.03492139000002984,0.9981136939316864,0.9992210992546776,3.0419720236657466,10.773491352208438,7.512590370812186,0.25203400000000004,35.1607,0.008537343000000001,11.6964,3,4,215.950076661961,70.8437352422972,50.0719,91.3282,104.15390192,,,
67,272276679,5.711531798624493e-07,3017,1690.139205399019,0.9994406958981104,10.0550968352645,0.2037624648945613,22.096814588459235,10.57839966,4555.64990234,0.661219,2.0,0.4913,0.1645,4.65470982,0.0212690968154122,0.9994982907079716,0.9997106712738372,1.838815462387376,9.157721879474595,7.215654853156482,0.72,77.7094,0.169662982,2.49055,2,4,296.291242866133,46.2103768710596,60.8679,-57.6345,83.82503708,0.29405999,,
68,137750828,0.0006264119292609394,3031,1683.9376106528048,0.9991712453687992,12.601191452574074,inf,20.355506598622853,10.00839996,4031.0,0.67941898,2.0,0.33899999999999997,0.2994,4.57313013,0.026339143907469286,0.9991658115297988,0.9993893147408082,1.872383849007886,19.35419040763275,12.658998514819903,0.63,43.9512,0.109804839,2.00876,4,4,174.97476320959302,59.6939514901478,-146.519,-251.947,291.45344083,,,
69,288383445,3.826015381491743e-05,3042,1683.7955897371094,0.9997544286296662,0.7416215788118028,0.007553622860585363,2.047028982502779,8.69188023,6900.0,1.74584997,35.0,0.3026,0.2256,4.13072014,0.014545374565643946,0.999769282130811,0.9997854372270908,0.4645651368932608,18.04008809234911,7.0722798076828814,1.5019999999999998,176.705,6.22451925,0.28225900000000004,3,3,266.05369695663995,80.94308859124699,-3.5440400000000003,-22.1108,22.39302785,,,
70,27843903,5.651992250932382e-05,3044,1683.7261625183123,0.9972582895423072,0.7943980052242435,0.005874067606313482,2.1674362738503814,9.93354988,6465.0,1.36135006,32.0,0.3079,0.2295,4.2890501,0.04853296971521792,0.9975695632690826,0.9975489033792382,0.1896277158415536,60.81424544342526,7.3210659358164225,1.315,222.48,2.9168098,0.521215,2,4,296.49405085516497,51.244537176943396,9.14516,2.78514,9.55986173,,,
71,277111950,0.006042777560651302,3051,1684.2643902501236,0.9997178127495974,2.2506228996058906,0.03322695044661872,6.1411348136256505,8.09560966,6693.0,3.22459006,12.0,0.3089,0.2445,3.57310009,0.015544524418551187,0.9997773457667438,0.9997242732863746,1.8936850120395192,25.02096109343655,8.316482905841271,1.419,236.417,18.7986164,0.0423215,2,4,306.82085620839,53.026244433748,-29.6811,-21.1746,36.45999702,,,
72,156196698,0.02803077735006809,3054,1684.2320246947065,0.9610657479670534,4.1627589297535055,0.09755272742337162,10.527559979769492,10.70259953,4760.0,0.78449303,6.0,0.4642,0.1807,4.53312016,0.17814953141857112,0.96699050784424,0.965793160081504,3.52900048157334,46.41463402789315,8.090259117501965,0.7659999999999999,103.333,0.284643352,1.58658,4,2,179.637152323909,80.67415006123841,-72.271,-42.8054,83.99642677,,,
73,357303635,3.552389534888789e-05,3060,1685.3817899962771,0.9983345827137748,13.424811031891513,inf,22.09657945191021,10.78429985,4310.0,0.76681501,2.0,0.4834,0.1895,4.49476004,0.036666928126239305,0.9982775858089392,0.9988957772798686,5.440391862799655,30.534119086729582,8.236805210577014,0.67,84.5848,0.182803556,1.48595,4,1,211.35133224483897,67.3303548931983,-96.0083,23.6608,98.88087341,,,
74,219863247,1.4626678774415367e-12,3071,1683.8180447634486,0.997401267767498,0.7340846133395893,0.0012432878343748845,0.6299492123718409,8.99318027,7447.0,1.96423995,35.0,0.2683,0.2357,4.08390999,0.047583947734243064,0.9977183883824472,0.9975653473298252,0.9751311727182114,24.50694586425746,9.944436647746695,1.707,255.471,10.69076,0.225243,3,1,258.322785981625,69.65083618483051,-1.7735400000000001,13.045,13.16500927,,,
75,272750494,0.01494703721255064,3075,1683.5267748835474,0.994393020202236,2.785211103646154,0.03723369128970755,2.5481578278650474,12.54839993,3316.0,0.301404,8.0,0.1529,0.4604,4.92416,0.06993545937212016,0.9931327592988086,0.995779057893378,1.7860321390502842,9.774805514459134,7.282334942246304,0.27822,41.5811,0.009895798,10.1611,3,4,237.021082824166,68.8866917592293,-282.95099999999996,71.3708,291.81339841,,,
76,233578510,8.597779377339519e-09,3079,1687.6270313718646,0.9989514153590549,4.445136232397071,0.07256946391962149,5.7395735955973874,10.55430031,5885.0,1.25293005,4.0,0.3454,0.2253,4.27159977,0.029807436030016194,0.9985191612662866,0.9994696187093688,4.658816248579185,13.792583763612573,7.0507703808070445,1.07,231.801,1.69642186,0.544006,2,1,282.36241479651403,61.553565895901606,16.136,14.972000000000001,22.01207123,,,
77,272783392,2.069335154619712e-12,3088,1683.7869917882365,0.998501141543047,12.24711769415852,inf,16.201362521285994,11.36050034,5788.0,0.90211803,2.0,0.3495,0.2247,4.54456997,0.035610520882248524,0.9992049135323542,0.9980987607873438,5.78568101802147,18.114554750822442,11.548365708183491,1.04,237.828,0.822877765,1.41659,3,4,238.363988210391,69.64705432648029,-18.4689,-24.9018,31.00322419,,,
78,445835414,7.792912583681755e-06,3091,1693.6608646150821,0.9990233128407758,12.53997205259818,inf,10.375180529086624,11.65620041,3369.0,0.281564,2.0,0.1555,0.4459,4.94669008,0.029214347059074195,0.99897279138719,0.9992086077032246,0.7552662901899815,8.206198431408557,8.133000131131844,0.25573,25.1988,0.00920138,11.4565,4,4,187.29001936909302,62.660889866583204,-282.745,-270.78700000000003,391.49755350000004,,,
79,329248002,0.0014257453149184587,3094,1683.8367076686102,0.9400090209069892,1.5546392604404695,0.005072032932099457,2.6937890023023017,8.79769039,7483.0,2.89921999,13.0,0.2605,0.2581,3.74928999,0.2284757108705064,0.9345777630877348,0.9450311371492373,11.737127517193462,645.7951600930293,26.186528718506175,1.721,344.4480000000001,23.7442856,0.07062180000000001,2,2,263.817855760543,55.003394959587794,9.330639999999999,0.84024,9.36839613,,,
80,123126567,0.004135751631110907,3118,1683.456219279126,0.9998350624027132,5.026187283027567,0.05225652905693545,4.157666108096159,7.69140005,6032.43017578,1.83140004,6.0,0.354,0.2157,3.96171999,0.011812935883363471,0.9998236035118756,0.9998823479792752,1.4620514478945874,9.404525452909477,7.151858304395171,1.12,97.5464,4.0015707,0.182334,2,3,280.61522681453704,44.2735848491432,-11.0213,3.64244,11.60760194,,,
81,376926030,0.0019294373923912644,3121,1686.0430559777506,0.999315506042906,5.1831582347426846,0.09674202434281608,12.940769990127842,6.17059994,6719.85986328,1.87395,5.0,0.3158,0.2206,4.04789019,0.02423371615583009,0.9993795443668716,0.9993940529776472,0.7256661692858111,50.6108282394549,8.094439789304777,1.43,58.273,6.451352,0.217302,3,2,284.488252157345,77.0508231957385,-37.4321,-64.8034,74.83744225,,,
82,158491837,0.00300002796575427,3124,1683.6211467543674,0.9998147961536328,8.97770555594575,0.1866021875578987,14.731160111591553,8.45652008,6233.74023438,1.66451001,3.0,0.3451,0.21600000000000005,4.07683992,0.012539214174110962,0.9998271851283608,0.9998381033476345,0.24618930571592634,11.335855091396654,7.806523497333801,1.206,130.341,3.76931858,0.261509,2,3,287.520237875426,45.9119007564274,-4.79404,20.9778,21.51861781,0.00133318,,
83,274127413,0.00026939320378005505,3132,1683.9883902259573,0.9934008466795122,0.7895810755601709,0.003425398561878401,2.1674359105096705,10.34819984,2865.0,0.14211600000000002,33.0,0.1998,0.5387,5.19500017,0.07461337498768005,0.9939751184731817,0.9943027889401924,1.2229273863278798,40.823161159294976,10.604823240836392,0.115404,4.66076,0.00122596812,40.2061,2,4,298.479745138446,44.4150400758391,350.51300000000003,-480.121,594.45398292,,,
84,416525826,0.0,3133,1683.9859960075225,0.9877863362710816,13.395218244032804,inf,26.73716876866732,10.39610004,5211.41992188,0.73748499,2.0,0.4136,0.1999,4.65048981,0.1006125641239186,0.9907381293065712,1.0044211435263979,74.82886280013584,29.619426561820035,10.076559513331311,0.887,103.254,0.361430645,2.21139,2,4,298.708991389387,49.0726489544535,-6.4981,-19.7974,20.83656283,0.09,,
85,356820646,7.483472927560797e-06,3135,1683.3914960322775,0.7448992147123334,0.7943947764647877,0.0020719548246735386,2.1674250117076435,11.22220039,6711.0,2.17665005,33.0,0.3158,0.2206,3.91781998,0.4678332720289445,0.7721498344773763,0.7719424703036157,0.08203296646493033,365.9650267175373,23.60273886778225,1.43,670.045,8.658097,0.138665,3,2,269.524586878853,73.12379548523721,-2.05342,-10.2029,10.40748299,,,
86,199685765,3.7528534448938453e-06,3145,1687.0139452224137,0.9981685614543152,13.424758217141276,inf,35.586723526736044,10.80410004,6371.0,1.18967998,2.0,0.3115,0.2298,4.39100981,0.039637483275197435,0.9989393242451938,0.9987907073111516,1.2083108882496922,26.561704997029697,8.390690789592133,1.27,283.196,2.10082078,0.7542369999999999,3,1,252.733088623812,59.485585582369396,4.6401,5.2075,6.97485371,,,
